number,name,activity,address,addressy,coordinates,metro,area,phone,site,status,time,reach,inventory,services,premises,cameras,others
6.00001,"СПб ГКУ «АБиКХ» Колпинского района",Футбол,"Колпино, ул. Анисимова, дом 2, литера А","Колпино, ул. Анисимова, участок 1, у дома 2, литера А",Array,"Шушары; г. Колпино, ул. Анисимова д.4",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00002,"СПб ГКУ «АБиКХ» Колпинского района","Тренажеры, настольный теннис","Колпино, ул. Братьев Радченко, дом 29","Колпино, ул. Братьев Радченко, участок 4, у дома 29",Array,"Шушары; г. Колпино, ул. Братьев Радченко, д.29",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00003,"СПб ГКУ «АБиКХ» Колпинского района","Тренажеры, турники","Колпино, б-р Трудящихся, дом17, литера А","Колпино, б-р Трудящихся, участок 1, у дома17, литера А",Array,"Шушары; г. Колпино,Бульвар Трудящихся, д. 15",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00004,"СПб ГКУ «АБиКХ» Колпинского района","Футбол, тренажеры","Колпино, ул. Веры Слуцкой, дом 48","Колпино, ул. Веры Слуцкой, участок 4, у дома 48",Array,"Шушары; г. Колпино, Пролетарская, д. 38",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00005,"СПб ГКУ «АБиКХ» Колпинского района","Тренажеры, турники","Колпино, ул. Веры Слуцкой, дом 83, литера А","Колпино, ул. Веры Слуцкой, участок 1, у дома 83, литера А",Array,"Шушары; г. Колпино, ул. Веры Слуцкой, д.50",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00006,"СПб ГКУ «АБиКХ» Колпинского района","Футбол, тренажеры","Колпино, ул. Ижорского батальона, дом 9, литера А","Колпино, ул. Ижорского батальона, участок 1, у дома 9, литера А",Array,"Шушары; г. Колпино, ул. Ижорского Батальона, д.7",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00007,"СПб ГКУ «АБиКХ» Колпинского района","Футбол, тренажеры","Колпино, ул. Загородная, дом 62, литера А","Колпино, ул. Загородная участок 4, у дома 62, литера А",Array,"Ст.м. Шушары; г. Колпино, ул. Загородная, д.55",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00008,"СПб ГКУ «АБиКХ» Колпинского района",Футбол,"Колпино, пр. Ленина, дом 12, литера А","Колпино, пр. Ленина, участок 1, у дома 12, литера А",Array,"Шушары;г. Колпино, пр. Ленина, д.12",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00009,"СПб ГКУ «АБиКХ» Колпинского района","Тренажеры, баскетбол, настольный теннис, турники","Колпино, ул. Металлургов, дом 9, литера А","Колпино, ул. Металлургов, участок 1, у дома 9, литера А",Array,"Шушары; г. Колпино, ул. Бульвар Трудящихся, д. 15",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00010,"СПб ГКУ «АБиКХ» Колпинского района","Тренажеры, настольный теннис","г. Колпино, ул. Металлургов, дом 4, литера А","Колпино, ул. Металлургов, участок 2, у дома 4, литера А",Array,"Шушары; г. Колпино, ул. Бульвар Трудящихся, д. 15",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00011,"СПб ГКУ «АБиКХ» Колпинского района","Тренажеры, воркаут","Колпино, ул. Оборонная, дом 10, литера А","Колпино, ул. Оборонная, участок 1, у дома 10, литера А",Array,"Шушары; ул. Московская",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00012,"СПб ГКУ «АБиКХ» Колпинского района","Футбол, тренажеры","Пос. Понтонный, ул. А. Товпеко, дом 15, литера А","Пос. Понтонный, ул. А. Товпеко, участок 1, у дома 15, литера А",Array,"Рыбацкое; п. Понтонный, ул. А. Товпеко, д.15",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00013,"СПб ГКУ «АБиКХ» Колпинского района",Футбол,"Пос. Понтонный, ул., Южная, дом 13, литера А","Пос. Понтонный, ул., Южная, участок 1, у дома 13, литера А",Array,"Рыбацкое; п. Понтонный, ул. Южная, д.13",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00014,"СПб ГКУ «АБиКХ» Колпинского района",Футбол,"Пос. Саперный, ул. Дорожная, дом 11, литера А","Пос. Саперный, ул. Дорожная, участок 1, у дома 11, литера А",Array,"Рыбацкое; п. Сапёрный, ул. Невская (ООТ)",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00015,"СПб ГКУ «АБиКХ» Колпинского района","Футбол, тренажеры","пос. Саперный, ул. Дорожная, дом 11, литера А","Пос. Саперный, ул. Дорожная, участок 2, у дома 11, литера А",Array,"Рыбацкое; п. Сапёрный, ул. Невская (ООТ)",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00016,"СПб ГКУ «АБиКХ» Колпинского района",Тренажеры,"г. Колпино, Павловская ул., дом 38/17, литера А","Г. Колпино, Павловская ул., участок 4, у дома 38/17, литера А",Array,"Шушары; г. Колпино, ул. Братьев Радчеко (ООТ)",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00017,"СПб ГКУ «АБиКХ» Колпинского района","Тренажеры, теннисный стол","Колпино, ул. Машиностроителей, дом 8, литера А","Колпино, ул. Машиностроителей, участок 1, южнее дома 8, литера А",Array,"Шушары; г. Колпино, ул. Машиностроителей, д.6",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00018,"СПб ГКУ «АБиКХ» Колпинского района","Футбол, тренажеры","Колпино, Пролетарская ул., дом 23","Колпино, Пролетарская ул., участок 1, севернее дома 23",Array,"Шушары; г. Колпино, ул. Веры Слуцкой (ООТ)",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00019,"СПб ГКУ «АБиКХ» Колпинского района","Футбол, настольный теннис, тренажеры","Колпино, ул. Танкистов, дом 20, литера А","Колпино, ул. Танкистов, участок 1, западнее дома 20, литера А",Array,"Шушары; г. Колпино, ул. Танкистов, 12",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00020,"СПб ГКУ «АБиКХ» Колпинского района","Тренажеры, настольный теннис","Колпино, Тверская ул., дом 44, корпус 2, литера А","Колпино, Тверская ул., у дома 44, корпус 2, литера А",Array,"Шушары; г. Колпино, ул. Тверская, д.44",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00021,"СПб ГКУ «АБиКХ» Колпинского района",Футбол,"Колпино, пр. Ленина, д. 61.","Колпино, пр. Ленина, у дома 61",Array,"Шушары; г. Колпино, ул. Ленина, д.53",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00022,"СПб ГКУ «АБиКХ» Колпинского района","Тренажеры, настольный теннис","Колпино, пр. Ленина, дом 73, литера А","Колпино, пр. Ленина, у дома 73, литера А",Array,"Шушары; г. Колпино, ул. Ленина, д.53",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00023,"СПб ГКУ «АБиКХ» Колпинского района","Футбол, гимнастические турники","Пос. Металлострой, Садовая ул., дом 21, корпус 2, литера А","Пос. Металлострой, Садовая ул., у дома 21, корпус 2, литера А",Array,"Рыбацкое; п. Металлострой, ул. Садовая д.22/2",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00024,"СПб ГКУ «АБиКХ» Колпинского района",Футбол,"Колпино, ул. Ремизова, дом 21","Колпино, ул. Ремизова, у дома 21",Array,"Шушары; г. Колпино, ул. Тазаева, д.9",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00025,"СПб ГКУ «АБиКХ» Колпинского района","Футбол, гимнастические турникеты","Пос. Металлострой, Железнодорожная ул., дом 21","Пос. Металлострой, Железнодорожная ул., участок 1, северо-восточнее дома 21",Array,"Рыбацкое; п. Металлострой, ул. Железнодорожная, д. 17",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00026,"СПб ГКУ «АБиКХ» Колпинского района","Флорбол, настольный теннис","Колпино, пр.Ленина, дом 15/9, лит. А","Колпино, пр.Ленина, у дома 15/9, лит. А",Array,"Шушары; г. Колпино, пр. Ленина, д.15/9",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00027,"СПб ГКУ «АБиКХ» Колпинского района","Флорбол, хоккей","Колпино, ул. Загородная, дом 62","Колпино, ул. Загородная, участок 4 в районе дома 62",Array,"Шушары; г. Колпино, ул. Загородная, д.55",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
6.00028,"СПб ГКУ «АБиКХ» Колпинского района",Тренажеры,"Колпино, ул. Октябрьская, дом 81, литера А","Колпино, ул. Октябрьская, участок 11, у дома 81, литера А",Array,"Шушары; г. Колпино, ул. Октябрьская, д.77/27",Колпинский,"(812) 461-40-38",Https://vk.com/club_abikh,Работающий,"24 часа",Да,1,1,1,1,Нет
4.001,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Хоккей,"Гражданский пр., д.127","Г. Санкт-Петербург, Гражданский пр-т Участок 1 (восточнее дома 127 лит А, по Гражданскому пр.)",Array,"Ст. Метро ""Гражданский пр""",Калининский,8-905-285-19-55,Https://vk.com/club208863582,Работающая,"ПОН-ВС 08.00-22.00",No,,1,,,No
4.002,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Универсальная площадка","Гражданский пр.,  д.112, корп.1","Г. Санкт-Петербург, пр. Гражданский, участок 7, (западнее дома 112 к1 по Гражданскому пр.)",Array,"Ст. Метро ""Гражданский пр""",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.003,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Футбол,"ул. Лужская, д. 10","Г. Санкт-Петербург ул. Лужская, участок 3 (восточнее дома 10, корп. 2 по ул. Лужская)",Array,"Ст. Метро ""Гражданский пр"", Маршрутное такси К-188",Калининский,8-905-285-19-55,Https://vk.com/public203979330,Работающая,"ПОН-ВС 08.00-22.00",No,,1,,,No
4.004,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Мини-футбол,"пр. Просвещения, д. 106, корп.2","Г. Санкт-Петербург пр. Просвещения, уч.2 (западнее д.106, к.2 лит А по пр. Просвещения)",Array,"Ст. Метро ""Гражданский пр"", трамвай 61, 100",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.005,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Футбол, тренажеры","ул. Черкасова, д. 8","Г. Санкт-Петербург, ул. Черкасова, уч.1 (внутриквартальный сквер ул. Черкасова д.8, к.1,3,4)",Array,"Ст. Метро ""Гражданский пр"", автобус 93, 139",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.006,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Хоккей,"ул. Черкасова, д. 12, корп. 1","Г. Санкт-Петербург, ул.Черкасова, участок 3, (севернее дома 12 к1 по ул. Черкасова)",Array,"Ст. Метро ""Гражданский пр"", автобус 93, 139",Калининский,8-905-285-19-55,Https://vk.com/public209705037,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.007,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Баскетбол,"ул. Киришская, д. 4","Г. Санкт-Петербург,пр. Просвещения, участок 145, (севернее дома 4 литера А по ул. Киришской)",Array,"Ст. Метро ""Гражданский пр"", трамвай 61, 100",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.008,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Баскетбол,"пр. Луначарского, д. 84, корп.4","Г. Санкт-Петербург пр. Луначарского, уч.1 (северо-западнее д. 84, корп.4 по пр. Луначарского)",Array,"Ст. Метро ""Гражданский пр"", автобус 176. Ст. Метро ""Академическая"", Автобус 69, 178, 283",Калининский,8-905-285-19-55,Https://vk.com/public203808480,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.009,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Тренажеры,"пр. Луначарского, д. 86, корп.2","Г. Санкт-Петербург пр. Луначарского, уч.1 (внутриквартальный сквер пр. Луначарского, д.86 к2,3)",Array,"Ст. Метро ""Гражданский пр"", автобус 176. Ст. Метро ""Академическая"", Автобус 69, 178, 283",Калининский,8-905-285-19-55,Https://vk.com/public203808480,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.010,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Хоккей,"Светлановский пр., д. 97","Г. Санкт-Петербург, пр. Светлановский, участок 5, (западнее дома 97 по Светлановскому пр.)",Array,"Ст. Метро ""Гражданский пр"", автобус 153, 176. Ст. Метро ""Академическая"", автобус 102",Калининский,8-905-285-19-55,Https://vk.com/public203957835,Работающая,"ПОН-ВС 08.00-22.00",No,,1,,,No
4.011,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Хоккей,"Суздальский пр., д. 73, литера А","Г. Санкт-Петербург, пр. Суздальский, участок 5 (западнее дома 73 к 1 по Суздальскому пр.)",Array,"Ст. Метро ""Гражданский пр"", автобус 61, 93, 193",Калининский,8-905-285-19-55,Https://vk.com/public203487566,Работающая,"ПОН-ВС 08.00-22.00",No,,1,,,No
4.012,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Футбол, баскетбол, тренажеры","Учительская, ул., д. 15, корп. 1","Г. Санкт-Петербург, ул. Учительская, участок 3, (южнее дома 15, кор 1, по Учительской ул.)",Array,"Ст. Метро ""Академическая"", автобус 102",Калининский,8-905-285-19-55,Https://vk.com/public203325886,Работающая,"ПОН-ВС 08.00-22.00",No,,1,,,No
4.013,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Баскетбол, мини-футбол, волейбол","Учительская, ул., д. 9, корп. 3","Г. Санкт-Петербург пр. Светлановский, участок 1 (внутриквартальный сквер ул. Учительская д.9к3",Array,"Ст. Метро ""Академическая"", автобус 102",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.014,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Баскетбол, мини-футбол","ул. Ушинского, д. 20, корп. 1","Г. Санкт-Петербург ул. Ушинского, уч.1 (западнее д.20, к.1 по ул. Ушинского )",Array,"Ст. Метро ""Гражданский пр"", автобус 61, 93, 193",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.015,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Тренажеры,"ул. Демьяна Бедного, д. 32, корп.1","Г. Санкт-Петербург, пр. Суздальский, участок 1 (северо-восточнее дома 32 к 1 по ул. Демьяна Бедного)",Array,"Ст. Метро ""Гражданский пр"", автобус 61, 93, 193",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.016,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Футбол,"пр. Культуры, д. 15, корп. 6","Г. Санкт-Петербург, пр. Культуры, участок 7, (восточнее дома 15 кор.6 лит А по пр. Культуры)",Array,"Ст. Метро ""Гражданский пр"" трамвай 100",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.017,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Тренажеры,"пр. Культуры, д. 15, корп. 7","Г. Санкт-Петербург, пр. Культуры, участок 9, (севернее дома 15 кор. 7 лит А по пр. Культуры)",Array,"Ст. Метро ""Гражданский пр"" трамвай 100",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.018,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Тренажеры,"пр. Культуры, д. 21, корп. 1","Г. Санкт-Петербург, ПР. Культуры, участок 7, (восточнее дома 21к1 по пр. Культуры)",Array,"Ст. Метро ""Гражданский пр"" трамвай 100",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.019,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Баскетбол,"пр. Культуры, д. 21, корп. 4","Г. Санкт-Петербург ул. Демьяна Бедного, участок 1 (северо-восточнее д.21к4 по пр. Культуры)",Array,"Ст. Метро ""Гражданский пр"" трамвай 100, атобус 61, 93, 193",Калининский,8-905-285-19-55,Https://vk.com/public203485007,Работающая,"ПОН-ВС 08.00-22.00",No,,1,,,No
4.020,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Хоккей,"пр. Культуры, д. 9, корп. 2","Г. Санкт-Петербург, пр. Культуры, участок 8, (севернее дома 9 к2 по пр. Культуры)",Array,"Ст. Метро ""Академическая"", автобус 178, 283",Калининский,8-905-285-19-55,Https://vk.com/public203485841,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.021,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Баскетбол,"Суздальский пр., д. 61, литера А","Г. Санкт-Петербург, пр. Суздальский, участок 6, (западнее дома 61, лит А по Суздальскому пр.)",Array,"Ст. Метро ""Гражданский пр"", автобус 61, 93, 193",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.022,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Хоккей,"ул. Академика Байкова, д. 5, корп. 2","Г. Санкт-Петербург, ул. Академика Байкова, участок 4, (юго-западнее д.5к2 по ул Ак. Байкова)",Array,"Ст. Метро ""Политехническая"", трамвай 9, 55, 61",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.023,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Тренажеры,"ул. Вавиловых, д. 9, корп. 2","Г. Санкт-Петербург, Ул. Вавиловых, участок 3 (северо-восточнее дома 9 к2 по ул. Вавиловых)",Array,"Ст. Метро ""Академическая"", автобус 40, 94, 176, 283",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.024,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Баскетбол,"ул. Вавиловых, д. 4, корп. 2","Г. Санкт-Петербург, ул. Вавиловых, участок 4 (юго-восточнее дома 4 к2 по ул. Вавиловых)",Array,"Ст. Метро ""Академическая"", автобус 40, 94, 176, 283",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.025,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Тренажеры,"Тихорецкий пр., д. 25, корп. 5","Г. Санкт-Петербург Аллея Академика Глушко, участок 1 (восточнее дома 25 к5 по Тихорецкому пр.)",Array,"Ст. Метро ""Политехническая"", трамвай 9, 55, 61",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.026,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Тренажеры,"пр. Науки, д. 8, корп. 1","Г. Санкт-Петербург пр. Науки, участок 1 (севернее дома 8 к1 лит А по пр. Науки)",Array,"Ст. Метро ""Академическая"", автобус 40, 94, 176, 283, трамвай 9, 57",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.027,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Баскетбол,"ул. Софьи Ковалевской, д. 12, корп. 1","Г. Санкт-Петербург УЛ. Софьи Ковалевской, участок 1, (севернее дома 12, кор. 1 по ул. Софьи Ковалевской)",Array,"Ст. Метро ""Академическая"", автобус 176",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.028,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Баскетбол, волейбол, тренажеры","Северный пр., д. 63","Г. Санкт-Петербург, пр. Северный, участок 5, (северо-западнее дома 63, корп.4 по Северному пр.)",Array,"Ст. Метро ""Академическая"", автобус 40, 94",Калининский,8-905-285-19-55,Https://vk.com/public203674360,Работающая,"ПОН-ВС 08.00-22.00",No,,1,,,No
4.029,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Хоккей,"Тихорецкий пр., д. 9, корп. 6","Г. Санкт-Петербург, Тихорецкий пр-т, участок 1 (севернее дома 9 к 6 по Тихорецкому пр.)",Array,"Ст. Метро ""Политехническая"", трамвай 38, 55, 57, 61",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.030,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Хоккей, тренажеры","ул. Софьи Ковалевской, д. 11, корп. 3","Г. Санкт-Петербург, ул. Софьи Ковалевской, участок 1, (западнее дома 11 к3 по ул. Софьи Ковалевской)",Array,"Ст. Метро ""Академическая"", автобус 176",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.031,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Футбол,"ул. Бутлерова, д. 32","Г. Санкт-Петербург, ул. Бутлерова, участок 5, (западнее д.32 по ул. Бутлерова)",Array,"Ст. Метро ""Академическая"", автобус 61, 178",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.032,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Баскетбол, волейбол, тренажеры","Гражданский пр., д. 9, корп.6","Пр. Гражданский, участок 9, (юго-западнее дома 9, кор. 6 по Гражданскому пр.)",Array,"Ст. Метро ""Академическая"", автобус 40, 60, тролейбус 6, 31",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.033,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Баскетбол,"Гражданский пр., д. 20","ПР. Гражданский, участок 8, (западнее дома 20, лит А по Гражданскому пр.)",Array,"Ст. Метро ""Академическая"", автобус 40, 60, тролейбус 6, 31",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.034,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Футбол,"ул. Верности, д. 10, корп. 3","Г. Санкт-Петербург ул. Верности, участок 6 (южнее дома 10, корп. 3. Лит. А по ул. Верности )",Array,"Ст. Метро ""Академическая"", автобус 61, 178",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,1,,,No
4.035,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Гимнастический городок","пр. Маршала Блюхера, д. 14","Пр. Маршала Блюхера, участок 1 (севернее дома 14, лит А по пр. Маршала Блюхера)",Array,"Ст. Метро ""Лесная"" автобус 137, 185, тролейбус 18",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.036,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Футбол,"ул. Карпинского, д. 27, корп.2","Ул. Карпинского, участок 1, (восточнее дома 27к2)",Array,"Ст. Метро ""Академическая"", автобус 61, 78, 94, 176,",Калининский,8-905-285-19-55,Https://vk.com/public203487190,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.037,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Хоккей, тренажеры","Меншиковский пр, д. 15, корп.2","Меншиковский пр, уч. 2, (вост. Дома 15к2 по Меншиковскому пр.)",Array,"Ст. Метро ""Академическая"" автобус 102, 153, 183. Ст. Метро ""Площадь Ленина"" автобус 136, тролейбус 38",Калининский,8-905-285-19-55,Https://vk.com/public203488066,Работающая,"ПОН-ВС 08.00-22.00",No,,1,,,No
4.038,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Тренажеры,"пр. Мечникова, дом 11","Пр. Мечникова, участок 6, (севернее дома 11, лит А по пр. Мечникова)",Array,"Ст. Метро ""Площадь Ленина"" автобус 33, 106, 107, 178",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.039,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Футбол,"пр. Мечникова, дом 17","Ул. Брюсовская, уч. 1 (севернее д.17 по пр. Мечникова)",Array,"Ст. Метро ""Площадь Ленина"" автобус 33, 106, 107, 178",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.040,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Гимнастический городок","пр. Мечникова, дом 19","Пр. Мечникова, участок 5 (севернее дома 19, лит. А по пр. Мечникова)",Array,"Ст. Метро ""Площадь Ленина"" автобус 33, 106, 107, 178",Калининский,8-905-285-19-55,Нет,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.041,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Кинологическая плошадка","ул. Печорская 10","Печорская ул., участок 1 (северо-восточней дома 10 по Печорской улице)",Array,"Ст. Метро ""Академическая"", автобус 178. Ст. Метро "" Площадь Мужества"" автобус 80, 123",Калининский,8-905-285-19-55,Https://vk.com/public210116257,Работающая,"По предварительной записи",No,,1,,,No
4.042,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Площадка для экстремальных видов спорта","Ул. Руставели д.37","Ул. Руставели д.37, участок 3 (восточнее дома 37, литера А по улице Руставели)",Array,"Ст. Метро ""Академическая"" автобус 61, 102, 153, 183. Ст. Метро ""Площадь Ленина"" автобус 136, тролейбус 38",Калининский,8-905-285-19-55,Https://vk.com/public203486690,Работающая,"ПОН-ВС 08.00-22.00",No,,,,,No
4.043,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""","Многофункциональная площадка","Ул. Руставели д.37","Ул. Руставели д.37, участок 2 (восточнее дома 37, литера А по улице Руставели)",Array,"Ст. Метро ""Академическая"" автобус 61, 102, 153, 183. Ст. Метро ""Площадь Ленина"" автобус 136, тролейбус 38",Калининский,8-905-285-19-55,Https://vk.com/public203486690,Работающая,"ПОН-ВС 08.00-22.00",No,,1,,,No
